loss,accuracy,val_loss,val_accuracy
1240.002197265625,0.22857142984867096,5.639629364013672,0.3142857253551483
2.319836378097534,0.5428571701049805,3.4561266899108887,0.3571428656578064
0.9277257919311523,0.800000011920929,3.2385191917419434,0.5
0.4545709788799286,0.8857142925262451,2.0745761394500732,0.4571428596973419
0.18182538449764252,0.9571428298950195,2.469836473464966,0.5714285969734192
0.0891883447766304,0.9428571462631226,2.7548811435699463,0.6142857074737549
0.02838265150785446,1.0,2.9217448234558105,0.6285714507102966
0.0011989425402134657,1.0,3.3685061931610107,0.6857143044471741
0.08087769895792007,0.9857142567634583,2.797211170196533,0.5428571701049805
0.07654387503862381,1.0,3.587935447692871,0.6285714507102966
0.37109264731407166,0.9285714030265808,3.4710988998413086,0.22857142984867096
1.0647495985031128,0.6571428775787354,6.2690839767456055,0.12857143580913544
0.8217070698738098,0.7285714149475098,5.487517833709717,0.12857143580913544
0.48086220026016235,0.8142856955528259,6.7412848472595215,0.17142857611179352
